,date,time,line,start,stop,crowdedness,E,N,F,is_old_seat_empty,is_p_seat_empty,p_seat_empty_count,female,male,age,child,teenage,youth,middle_age,old_age,badge,pregnant,heavy,behavior1,behavior2,behavior3,cellphone,thinking,sleep,earphone,talking,calling,reading,makeup,eating,writing
268,2019. 8. 7.,8:36:00,10,야탑,왕십리,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
269,2019. 8. 7.,8:36:00,10,야탑,왕십리,F,0,0,1,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
270,2019. 8. 7.,8:52:00,10,야탑,왕십리,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
271,2019. 8. 7.,9:06:00,10,강남구청,왕십리,E,1,0,0,1,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
272,2019. 8. 7.,9:23:00,5,왕십리,공덕,N,0,1,0,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
273,2019. 8. 7.,9:23:00,5,왕십리,공덕,N,0,1,0,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
274,2019. 8. 7.,9:28:00,5,왕십리,공덕,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
275,2019. 8. 7.,9:42:00,5,왕십리,공덕,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
276,2019. 8. 7.,9:43:00,5,애오개,공덕,N,0,1,0,0,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
277,2019. 8. 7.,18:55:00,1,신길,병점,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,대화,,,0,0,0,0,1,0,0,0,0,0
278,2019. 8. 7.,18:55:00,1,신길,병점,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,이어폰,핸드폰,,1,0,0,1,0,0,0,0,0,0
279,2019. 8. 7.,19:34:00,1,당정,병점,N,0,1,0,1,1,6.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
280,2019. 8. 7.,19:38:00,1,의왕,병점,N,0,1,0,1,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
281,2019. 8. 7.,18:28:00,6,공덕,합정,E,1,0,0,1,1,4.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
282,2019. 8. 7.,18:29:00,6,공덕,합정,E,1,0,0,1,1,4.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
283,2019. 8. 7.,18:34:00,6,상수,합정,N,0,1,0,1,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
284,2019. 8. 7.,20:19:00,5,공덕,신길,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
285,2019. 8. 7.,20:19:00,5,공덕,신길,N,0,1,0,1,1,4.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
286,2019. 8. 7.,20:33:00,1,신길,수원,N,0,1,0,1,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
287,2019. 8. 7.,20:33:00,1,신길,영등포,N,0,1,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
288,2019. 8. 7.,20:36:00,1,신길,수원,N,0,1,0,1,0,,0,1,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
289,2019. 8. 7.,20:47:00,1,가산디지털단지,금정,F,0,0,1,0,1,7.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290,2019. 8. 7.,21:09:00,1,신길,수원,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
291,2019. 8. 7.,21:09:00,1,신길,수원,N,0,1,0,0,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
292,2019. 8. 7.,21:17:00,1,의왕,수원,E,1,0,0,1,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293,2019. 8. 7.,21:12:00,6,합정,디엠씨,F,0,0,1,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
294,2019. 8. 7.,21:13:00,6,합정,디엠씨,F,0,0,1,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
295,2019. 8. 7.,21:24:00,6,디엠씨,불광,N,0,1,0,1,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
296,2019. 8. 7.,21:26:00,6,디엠씨,불광,N,0,1,0,1,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
297,2019. 8. 7.,21:04:00,6,공덕,약수,E,1,0,0,1,1,7.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
298,2019. 8. 7.,21:04:00,6,공덕,효창공원,E,1,0,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
299,2019. 8. 7.,21:04:00,6,공덕,화랑대,N,0,1,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,이어폰,핸드폰,,1,0,0,1,0,0,0,0,0,0
300,2019. 8. 7.,21:15:00,6,공덕,화랑대,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
301,2019. 8. 7.,21:15:00,6,공덕,화랑대,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
302,2019. 8. 7.,21:55:00,6,창신,화랑대,N,0,1,0,0,1,9.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
303,2019. 8. 7.,21:35:00,6,석계,화랑대,E,1,0,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
304,2019. 8. 7.,21:19:00,5,공덕,왕십리,E,1,0,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
305,2019. 8. 7.,21:19:00,5,공덕,종로3가,E,1,0,0,1,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
306,2019. 8. 7.,21:28:00,5,공덕,왕십리,N,0,1,0,0,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
307,2019. 8. 7.,21:46:00,10,왕십리,야탑,E,1,0,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,독서,,1,0,0,0,0,0,1,0,0,0
308,2019. 8. 7.,21:46:00,10,왕십리,선릉,E,1,0,0,1,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
309,2019. 8. 7.,21:59:00,10,왕십리,야탑,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,이어폰,,1,0,0,1,0,0,0,0,0,0
310,2019. 8. 7.,8:48:00,1,온수,신길,F,0,0,1,0,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,잠,,,0,0,1,0,0,0,0,0,0,0
311,2019. 8. 7.,8:48:00,1,온수,신길,F,0,0,1,0,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,대화,,,0,0,0,0,1,0,0,0,0,0
312,2019. 8. 7.,9:03:00,1,온수,신길,F,0,0,1,0,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
313,2019. 8. 7.,9:10:00,5,신길,공덕,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
314,2019. 8. 7.,9:10:00,5,신길,공덕,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
315,2019. 8. 7.,18:56:00,5,공덕,신길,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
316,2019. 8. 7.,18:56:00,5,공덕,신길,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
317,2019. 8. 7.,19:12:00,1,신길,온수,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
318,2019. 8. 7.,19:12:00,1,신길,온수,F,0,0,1,0,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
319,2019. 8. 7.,19:17:00,1,신길,온수,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,통화,,,0,0,0,0,0,1,0,0,0,0
320,2019. 8. 7.,19:28:00,1,오류동,온수,F,0,0,1,0,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
321,2019. 8. 7.,19:34:00,7,온수,신중동,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
322,2019. 8. 7.,19:34:00,7,온수,신중동,F,0,0,1,0,1,4.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
323,2019. 8. 8.,8:15:00,1,병점,수원,E,1,0,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
324,2019. 8. 8.,8:15:00,1,병점,수원,E,1,0,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
325,2019. 8. 8.,8:28:00,1,병점,신길,N,0,1,0,1,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,이어폰,,1,0,0,1,0,0,0,0,0,0
326,2019. 8. 8.,8:28:00,1,병점,신길,N,0,1,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
327,2019. 8. 8.,8:38:00,1,수원,신길,N,0,1,0,1,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
328,2019. 8. 8.,8:38:00,1,수원,신길,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
329,2019. 8. 8.,8:46:00,1,병점,신길,N,0,1,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
330,2019. 8. 8.,8:52:00,1,수원,신길,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
331,2019. 8. 8.,8:52:00,6,화랑대,공덕,N,0,1,0,1,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
332,2019. 8. 8.,8:52:00,6,화랑대,공덕,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,통화,,,0,0,0,0,0,1,0,0,0,0
333,2019. 8. 8.,8:56:00,1,수원,신길,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
334,2019. 8. 8.,9:04:00,1,수원,신길,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
335,2019. 8. 8.,9:10:00,6,화랑대,공덕,N,0,1,0,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
336,2019. 8. 8.,9:11:00,6,화랑대,공덕,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
337,2019. 8. 8.,9:15:00,6,화랑대,공덕,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,잠,,,0,0,1,0,0,0,0,0,0,0
338,2019. 8. 8.,9:18:00,6,한강진,삼각지,N,0,1,0,1,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
339,2019. 8. 8.,9:19:00,1,병점,신길,F,0,0,1,0,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
340,2019. 8. 8.,9:25:00,6,화랑대,공덕,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
341,2019. 8. 8.,9:27:00,5,신길,공덕,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
342,2019. 8. 8.,9:28:00,5,신길,공덕,F,0,0,1,0,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,이어폰,핸드폰,,1,0,0,1,0,0,0,0,0,0
343,2019. 8. 8.,9:28:00,5,여의도,공덕,F,0,0,1,0,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
344,2019. 8. 8.,9:39:00,5,신길,공덕,F,0,0,1,0,1,4.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
345,2019. 8. 8.,9:39:00,5,신길,마포,F,0,0,1,0,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
346,2019. 8. 8.,9:45:00,5,신길,공덕,F,0,0,1,0,0,,0,1,청소년,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
347,2019. 8. 8.,8:35:00,10,야탑,왕십리,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,이어폰,,,0,0,0,1,0,0,0,0,0,0
348,2019. 8. 8.,8:35:00,10,야탑,왕십리,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,먹기,,,0,0,0,0,0,0,0,0,1,0
349,2019. 8. 8.,8:55:00,10,야탑,왕십리,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,멍,,1,1,0,0,0,0,0,0,0,0
350,2019. 8. 8.,9:01:00,10,선릉,왕십리,N,0,1,0,0,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
351,2019. 8. 8.,9:05:00,10,강남구청,왕십리,E,1,0,0,1,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
352,2019. 8. 8.,9:23:00,5,왕십리,행당,N,0,1,0,0,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
353,2019. 8. 8.,9:23:00,5,왕십리,공덕,N,0,1,0,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,핸드폰,이어폰,,1,0,0,1,0,0,0,0,0,0
354,2019. 8. 8.,9:24:00,5,왕십리,공덕,N,0,1,0,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
355,2019. 8. 8.,9:29:00,5,동대문역사문화공원,공덕,N,0,1,0,0,1,7.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
356,2019. 8. 8.,9:38:00,5,서대문,공덕,E,1,0,0,1,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
357,2019. 8. 8.,9:10:00,6,불광,월드컵경기장,E,1,0,0,1,1,7.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
358,2019. 8. 8.,9:12:00,6,불광,공덕,E,1,0,0,1,1,14.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
359,2019. 8. 8.,9:26:00,6,합정,공덕,E,1,0,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
360,2019. 8. 8.,17:39:00,5,공덕,신길,F,0,0,1,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
361,2019. 8. 8.,17:40:00,6,공덕,화랑대,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
362,2019. 8. 8.,17:40:00,6,공덕,화랑대,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
363,2019. 8. 8.,17:39:00,5,공덕,신길,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
364,2019. 8. 8.,17:44:00,6,삼각지,약수,N,0,1,0,1,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
365,2019. 8. 8.,17:51:00,6,약수,청구,N,0,1,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
366,2019. 8. 8.,17:52:00,6,공덕,화랑대,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,잠,,,0,0,0,1,0,0,0,0,0,0
367,2019. 8. 8.,17:53:00,6,공덕,화랑대,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
368,2019. 8. 8.,17:55:00,1,신길,수원,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
369,2019. 8. 8.,17:55:00,1,신길,수원,F,0,0,1,0,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
370,2019. 8. 8.,18:09:00,1,신길,수원,F,0,0,1,0,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
371,2019. 8. 8.,18:26:00,1,신길,수원,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
372,2019. 8. 8.,18:26:00,1,신길,수원,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
373,2019. 8. 8.,18:34:00,1,금정,수원,F,0,0,1,0,1,6.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
374,2019. 8. 8.,8:39:00,7,신중동,춘의,N,0,1,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
375,2019. 8. 8.,8:39:00,7,신중동,온수,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
376,2019. 8. 8.,8:41:00,7,신중동,온수,N,0,1,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,잠,,,0,0,1,0,0,0,0,0,0,0
377,2019. 8. 8.,8:56:00,1,온수,신길,N,0,1,0,0,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,잠,,,0,0,1,0,0,0,0,0,0,0
378,2019. 8. 8.,8:56:00,1,온수,신길,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,잠,,,0,0,1,0,0,0,0,0,0,0
379,2019. 8. 8.,9:05:00,1,온수,신길,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,잠,,,0,0,1,0,0,0,0,0,0,0
380,2019. 8. 8.,9:16:00,5,신길,공덕,F,0,0,1,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
381,2019. 8. 8.,9:16:00,5,신길,여의도,F,0,0,1,0,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
382,2019. 8. 8.,9:18:00,5,신길,공덕,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
383,2019. 8. 8.,17:40:00,5,공덕,신길,N,0,1,0,1,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
384,2019. 8. 8.,17:40:00,5,공덕,여의나루,N,0,1,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
385,2019. 8. 8.,17:43:00,5,공덕,신길,N,0,1,0,1,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,대화,,,0,0,0,0,1,0,0,0,0,0
386,2019. 8. 8.,17:46:00,5,여의도,신길,N,0,1,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
387,2019. 8. 8.,17:54:00,1,신길,부천,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,대화,,,0,0,0,0,1,0,0,0,0,0
388,2019. 8. 8.,17:54:00,1,신길,부천,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,대화,,,0,0,0,0,1,0,0,0,0,0
389,2019. 8. 8.,17:56:00,1,신길,부천,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
390,2019. 8. 8.,17:59:00,1,신길,부천,N,0,1,0,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
391,2019. 8. 8.,17:39:00,5,공덕,답십리,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
392,2019. 8. 8.,17:39:00,5,공덕,답십리,N,0,1,0,1,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
393,2019. 8. 8.,17:54:00,5,공덕,답십리,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
394,2019. 8. 8.,18:08:00,5,답십리,왕십리,N,0,1,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
395,2019. 8. 8.,18:08:00,5,답십리,왕십리,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
396,2019. 8. 8.,18:21:00,10,왕십리,야탑,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
397,2019. 8. 8.,18:21:00,10,왕십리,야탑,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
398,2019. 8. 9.,8:09:00,1,수원,신길,N,0,1,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
399,2019. 8. 9.,8:09:00,1,수원,신길,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
400,2019. 8. 9.,8:13:00,1,병점,세류,E,1,0,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
401,2019. 8. 9.,8:13:00,1,병점,수원,E,1,0,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
402,2019. 8. 9.,8:23:00,1,병점,신길,E,1,0,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
403,2019. 8. 9.,8:26:00,1,병점,신길,N,0,1,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,이어폰,,1,0,0,1,0,0,0,0,0,0
404,2019. 8. 9.,8:26:00,1,병점,신길,N,0,1,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,이어폰,,1,0,0,1,0,0,0,0,0,0
405,2019. 8. 9.,8:28:00,1,수원,신길,N,0,1,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
406,2019. 8. 9.,8:33:00,1,수원,신길,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
407,2019. 8. 9.,8:37:00,3,수원,신길,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
