date,time,line,start,stop,E,N,F,old_age_seat,is_empty,Female,Male,isempty_station,child,teenage,Youth,middle_age,old_age,badge,pregnant,heavy,cellphone,thinking,sleep,earphone,talking,calling,reading,makeup,eating,writing
2019. 8. 5.,9:12:00,1,신도림,영등포,0,0,1,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 5.,9:13:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,9:15:00,1,병점,신길,0,0,1,0,0,0,1,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019. 8. 5.,9:20:00,5,신길,공덕,0,0,1,1,0,0,1,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2019. 8. 5.,9:20:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019. 8. 5.,9:38:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 5.,9:38:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:29:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:29:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:38:00,10,복정,수서,0,0,1,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 5.,8:40:00,10,야탑,왕십리,0,0,1,1,0,0,1,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2019. 8. 5.,8:43:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019. 8. 5.,8:59:00,10,압구정로데오,왕십리,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 5.,9:13:00,5,왕십리,공덕,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,9:13:00,5,왕십리,공덕,1,0,0,0,1,,,11,,,,,,,,,,,,,,,,,,
2019. 8. 5.,9:26:00,5,광화문,공덕,1,0,0,0,1,,,11,,,,,,,,,,,,,,,,,,
2019. 8. 5.,9:20:00,6,불광,공덕,1,0,0,1,1,,,15,,,,,,,,,,,,,,,,,,
2019. 8. 5.,9:20:00,6,불광,합정,1,0,0,1,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 5.,9:30:00,6,합정,공덕,1,0,0,1,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,18:35:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,18:35:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,18:48:00,1,신길,수원,0,1,0,1,0,1,0,,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,18:48:00,1,신길,영등포,0,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 5.,18:51:00,1,신길,수원,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:53:00,6,화랑대,돌곶이,0,1,0,1,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 5.,8:53:00,6,화랑대,상월곡,0,1,0,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 5.,9:18:00,6,한강진,삼각지,0,1,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 5.,8:55:00,6,화랑대,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:55:00,6,화랑대,공덕,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:58:00,6,화랑대,공덕,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:58:00,6,화랑대,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019. 8. 5.,18:45:00,11,공덕,회기,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,18:45:00,11,공덕,회기,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,18:50:00,11,공덕,회기,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019. 8. 5.,20:44:00,5,공덕,신길,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,20:45:00,5,공덕,신길,0,1,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 5.,20:49:00,5,여의나루,신길,0,1,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 5.,21:02:00,1,신길,구로,0,1,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 5.,21:02:00,1,신길,독산,0,1,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 5.,21:10:00,1,신길,병점,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,21:16:00,1,신길,병점,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 5.,21:18:00,1,금천구청,병점,0,1,0,0,1,,,13,,,,,,,,,,,,,,,,,,
2019. 8. 5.,21:41:00,1,의왕,병점,0,1,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 5.,20:58:00,6,공덕,불광,1,0,0,0,1,,,13,,,,,,,,,,,,,,,,,,
2019. 8. 5.,20:59:00,6,공덕,디엠씨,1,0,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 5.,21:10:00,6,디엠씨,불광,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 5.,21:06:00,5,공덕,왕십리,1,0,0,0,1,,,11,,,,,,,,,,,,,,,,,,
2019. 8. 5.,21:06:00,5,공덕,왕십리,1,0,0,0,1,,,11,,,,,,,,,,,,,,,,,,
2019. 8. 5.,21:31:00,10,왕십리,야탑,1,0,0,0,1,,,16,,,,,,,,,,,,,,,,,,
2019. 8. 5.,21:31:00,10,왕십리,서울숲,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 5.,21:37:00,10,서울숲,강남구청,1,0,0,0,0,1,0,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,21:41:00,10,강남구청,야탑,1,0,0,0,1,,,13,,,,,,,,,,,,,,,,,,
2019. 8. 5.,8:36:00,7,신중동,온수,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:36:00,7,신중동,온수,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:46:00,1,온수,신길,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,8:46:00,1,온수,신길,0,1,0,1,0,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 5.,8:51:00,1,개봉,구로,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 5.,8:57:00,1,온수,신길,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,9:03:00,1,온수,신길,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 5.,9:10:00,5,신길,공덕,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 5.,9:10:00,5,신길,공덕,1,0,0,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 5.,9:17:00,5,마포,공덕,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 5.,18:40:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 5.,18:40:00,5,공덕,신길,0,0,1,1,0,0,1,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,18:56:00,1,신길,부천,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,18:56:00,1,신길,부천,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 5.,19:11:00,1,역곡,부천,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 5.,19:11:00,1,역곡,부천,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,8:18:00,1,병점,수원,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 7.,8:18:00,1,병점,금정,0,0,1,0,1,,,8,,,,,,,,,,,,,,,,,,
2019. 8. 7.,8:23:00,1,수원,신길,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 7.,8:23:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 7.,8:29:00,1,병점,신길,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,8:44:00,1,병점,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,8:46:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 7.,8:57:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,9:07:00,5,신길,공덕,0,0,1,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 7.,9:08:00,1,병점,신길,0,0,1,0,0,1,0,,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
2019. 8. 7.,9:07:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,9:10:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 7.,9:16:00,6,화랑대,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,9:16:00,6,화랑대,공덕,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 7.,9:19:00,1,병점,신길,0,0,1,0,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 7.,9:26:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 7.,9:32:00,6,화랑대,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 7.,9:34:00,6,동묘앞,약수,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 7.,9:34:00,6,동묘앞,공덕,1,0,0,0,1,,,10,,,,,,,,,,,,,,,,,,
2019. 8. 7.,9:39:00,6,화랑대,공덕,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 7.,9:42:00,6,한강진,공덕,0,1,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 7.,8:36:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 7.,8:36:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 7.,8:52:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,9:06:00,10,강남구청,왕십리,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 7.,9:23:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,9:23:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 7.,9:28:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,9:42:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,9:43:00,5,애오개,공덕,0,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 7.,18:55:00,1,신길,병점,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 7.,18:55:00,1,신길,병점,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 7.,19:34:00,1,당정,병점,0,1,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 7.,19:38:00,1,의왕,병점,0,1,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 7.,18:28:00,6,공덕,합정,1,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 7.,18:29:00,6,공덕,합정,1,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 7.,18:34:00,6,상수,합정,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,20:19:00,5,공덕,신길,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,20:19:00,5,공덕,신길,0,1,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 7.,20:33:00,1,신길,수원,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 7.,20:33:00,1,신길,영등포,0,1,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 7.,20:36:00,1,신길,수원,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 7.,20:47:00,1,가산디지털단지,금정,0,0,1,1,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:09:00,1,신길,수원,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 7.,21:09:00,1,신길,수원,0,1,0,1,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,21:17:00,1,의왕,수원,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:12:00,6,합정,디엠씨,0,0,1,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,21:13:00,6,합정,디엠씨,0,0,1,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 7.,21:24:00,6,디엠씨,불광,0,1,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:26:00,6,디엠씨,불광,0,1,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:04:00,6,공덕,약수,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:04:00,6,공덕,효창공원,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:04:00,6,공덕,화랑대,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 7.,21:15:00,6,공덕,화랑대,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,21:15:00,6,공덕,화랑대,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,21:55:00,6,창신,화랑대,0,1,0,1,1,,,9,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:35:00,6,석계,화랑대,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:19:00,5,공덕,왕십리,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,21:19:00,5,공덕,종로3가,1,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:28:00,5,공덕,왕십리,0,1,0,1,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,21:46:00,10,왕십리,야탑,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2019. 8. 7.,21:46:00,10,왕십리,선릉,1,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 7.,21:59:00,10,왕십리,야탑,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 7.,8:48:00,1,온수,신길,0,0,1,1,0,0,1,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 7.,8:48:00,1,온수,신길,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 7.,9:03:00,1,온수,신길,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,9:10:00,5,신길,공덕,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,9:10:00,5,신길,공덕,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,18:56:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,18:56:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,19:12:00,1,신길,온수,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,19:12:00,1,신길,온수,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,19:17:00,1,신도림,온수,0,0,1,1,0,1,0,,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2019. 8. 7.,19:28:00,1,오류동,온수,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 7.,19:34:00,7,온수,신중동,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 7.,19:34:00,7,온수,신중동,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 8.,8:15:00,1,병점,수원,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 8.,8:15:00,1,병점,수원,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 8.,8:28:00,1,병점,신길,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 8.,8:28:00,1,병점,신길,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,8:38:00,1,수원,신길,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,8:38:00,1,수원,신길,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,8:46:00,1,병점,신길,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,8:52:00,1,수원,신길,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 8.,8:52:00,6,화랑대,공덕,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 8.,8:52:00,6,화랑대,공덕,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019. 8. 8.,8:56:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,9:04:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,9:10:00,6,화랑대,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 8.,9:11:00,6,화랑대,공덕,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 8.,9:15:00,6,화랑대,화랑대,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 8.,9:18:00,6,한강진,삼각지,0,1,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:19:00,1,병점,신길,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,9:25:00,6,화랑대,공덕,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,9:27:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,9:28:00,5,신길,공덕,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 8.,9:28:00,5,여의도,공덕,0,0,1,1,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:39:00,5,신길,공덕,0,0,1,1,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:39:00,5,신길,마포,0,0,1,1,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:45:00,5,신길,공덕,0,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,8:35:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019. 8. 8.,8:35:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019. 8. 8.,8:55:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2019. 8. 8.,9:01:00,10,선릉,왕십리,0,1,0,1,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:05:00,10,강남구청,왕십리,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:23:00,5,왕십리,행당,0,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:23:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 8.,9:24:00,5,왕십리,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 8.,9:29:00,5,동대문역사문화공원,공덕,0,1,0,1,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:38:00,5,서대문,공덕,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:10:00,6,불광,월드컵경기장,1,0,0,0,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:12:00,6,불광,공덕,1,0,0,0,1,,,14,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:26:00,6,합정,공덕,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:39:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:40:00,6,공덕,화랑대,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:40:00,6,공덕,화랑대,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 8.,17:39:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 8.,17:44:00,6,삼각지,약수,0,1,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 8.,17:51:00,6,약수,청구,0,1,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 8.,17:52:00,6,공덕,화랑대,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:53:00,6,공덕,화랑대,0,1,0,0,0,1,0,,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:55:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:55:00,1,신길,수원,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 5.,17:57:00,6,동묘앞,화랑대,0,0,1,1,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 8.,18:09:00,1,신길,수원,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 8.,18:26:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,18:26:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,18:34:00,1,금정,수원,0,0,1,1,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 8.,8:39:00,7,신중동,춘의,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 8.,8:39:00,7,신중동,온수,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,8:41:00,7,신중동,온수,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
