date,time,line,start,stop,E,N,F,old_age_seat,is_empty,Female,Male,isempty_station,child,teenage,Youth,middle_age,old_age,badge,pregnant,heavy,cellphone,thinking,sleep,earphone,talking,calling,reading,makeup,eating,writing
2019. 8. 8.,8:56:00,1,온수,신길,0,1,0,1,0,0,1,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 8.,8:56:00,1,온수,신길,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 8.,9:05:00,1,온수,신길,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 8.,9:16:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,9:16:00,5,신길,여의도,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 8.,9:18:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:40:00,5,공덕,신길,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:40:00,5,공덕,여의나루,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 8.,17:43:00,5,공덕,신길,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 8.,17:46:00,5,여의도,신길,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 8.,17:54:00,1,신길,부천,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 8.,17:54:00,1,신길,부천,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 8.,17:56:00,1,신길,부천,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:59:00,1,신길,부천,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 8.,17:39:00,5,공덕,답십리,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 8.,17:39:00,5,공덕,답십리,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,17:54:00,5,공덕,답십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,18:08:00,5,답십리,왕십리,0,1,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 8.,18:08:00,5,답십리,왕십리,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 8.,18:21:00,10,왕십리,야탑,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 8.,18:21:00,10,왕십리,야탑,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:09:00,1,수원,신길,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,8:09:00,1,수원,신길,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 9.,8:13:00,1,병점,세류,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 9.,8:13:00,1,병점,수원,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 9.,8:23:00,1,병점,신길,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:26:00,1,병점,신길,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 9.,8:26:00,1,병점,신길,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 9.,8:28:00,1,수원,신길,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:33:00,1,수원,신길,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:37:00,3호선,수원,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:50:00,6,화랑대,공덕,0,0,1,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:52:00,6,화랑대,공덕,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019. 8. 9.,8:52:00,6,화랑대,공덕,0,0,1,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:55:00,1,병점,신길,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,8:57:00,6,화랑대,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019. 8. 9.,8:59:00,1,병점,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,9:10:00,6,화랑대,공덕,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,9:10:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,9:10:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,9:20:00,6,약수,공덕,0,1,0,0,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 9.,9:16:00,1,병점,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 9.,9:21:00,5,신길,공덕,0,0,1,0,0,1,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,9:22:00,5,여의도,마포,0,0,1,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 9.,9:27:00,5,신길,공덕,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2019. 8. 9.,8:39:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:39:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 9.,8:48:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:48:00,10,복정,강남구청,0,0,1,1,1,,,9,,,,,,,,,,,,,,,,,,
2019. 8. 9.,9:09:00,10,강남구청,왕십리,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 9.,9:09:00,10,야탑,왕십리,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,9:11:00,10,압구정로데오,왕십리,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 9.,9:24:00,5,왕십리,공덕,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 9.,9:24:00,5,왕십리,공덕,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,9:33:00,5,을지로4가,공덕,0,1,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 9.,9:15:00,6,불광,디엠씨,1,0,0,0,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 9.,9:26:00,6,불광,공덕,1,0,0,0,1,,,15,,,,,,,,,,,,,,,,,,
2019. 8. 9.,9:26:00,6,디엠씨,공덕,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,19:00:00,5,공덕,신길,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 9.,19:00:00,5,공덕,신길,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 9.,19:21:00,1,신길,병점,0,0,1,0,0,1,0,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2019. 8. 9.,19:22:00,1,신길,병점,0,0,1,0,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,19:25:00,1,신길,병점,0,0,1,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:41:00,1,신길,병점,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019. 8. 9.,19:44:00,1,석수,안양,0,1,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 9.,19:47:00,1,신길,병점,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 9.,19:51:00,1,신길,병점,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 9.,19:53:00,1,신길 ,병점,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:54:00,1,신길,병점,1,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:55:00,1,신길,병점,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,21:48:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,21:48:00,5,공덕,신길,0,0,1,1,0,1,0,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,22:12:00,1,신길,구로,0,1,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 9.,22:12:00,1,신길,가산디지털단지,0,1,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 9.,22:18:00,1,신길,수원,0,0,1,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,22:20:00,1,신길,수원,0,0,1,0,0,1,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,22:40:00,1,금정,수원,0,1,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 9.,21:50:00,5,공덕,왕십리,1,0,0,0,1,,,11,,,,,,,,,,,,,,,,,,
2019. 8. 9.,21:50:00,5,공덕,동대문역사문화공원,1,0,0,0,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 9.,22:03:00,5,공덕,왕십리,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,22:06:00,5,신금호,왕십리,0,1,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 9.,22:15:00,10,왕십리,강남구청,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 9.,22:15:00,10,왕십리,압구정로데오,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 9.,22:25:00,10,왕십리,야탑,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,22:27:00,10,왕십리,야탑,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019. 8. 9.,22:34:00,10,왕십리,야탑,0,0,1,1,0,0,1,,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2019. 8. 9.,22:44:00,10,왕십리,야탑,0,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019. 8. 9.,19:05:00,5,공덕,여의도,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 9.,19:05:00,5,공덕,여의도,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:18:00,9,여의도,샛강,0,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 9.,19:18:00,9,여의도,노량진,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:20:00,9,샛강,노량진,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:26:00,9,노량진,노들,1,0,0,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:24:00,9,노량진,흑석,0,1,0,1,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 9.,19:28:00,9,노들,흑석,0,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 9.,19:31:00,9,흑석,고속터미널,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,19:31:00,9,흑석,동작,0,0,1,1,0,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,19:35:00,9,동작,고속터미널,0,0,1,1,0,1,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,19:55:00,7,고속터미널,학동,0,0,1,1,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 9.,19:55:00,7,고속터미널,상봉,0,0,1,1,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,20:00:00,7,학동,태릉입구,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019. 8. 9.,20:22:00,7,상봉,먹골,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 9.,20:26:00,7,먹골,태릉입구,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 9.,8:36:00,7,신중동,까치울,0,1,0,1,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 9.,8:36:00,7,신중동,온수,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:40:00,7,신중동,온수,0,1,0,1,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,8:40:00,7,부천종합운동장,온수,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 9.,8:48:00,1,온수,신길,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019. 8. 9.,8:48:00,1,온수,신길,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,9:11:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,9:11:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,9:12:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,9:12:00,5,신길,공덕,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:00:00,5,공덕,신길,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 9.,19:00:00,5,공덕,여의도,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 9.,19:05:00,5,공덕,신길,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:16:00,1,신길,온수,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,19:16:00,1,신길,온수,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 9.,19:18:00,1,신길,온수,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:19:00,1,영등포,신도림,0,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 9.,19:21:00,1,신길,온수,0,1,0,1,0,1,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:40:00,7,온수,신중동,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:40:00,7,온수,신중동,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 9.,19:42:00,7,까치울,신중동,0,1,0,1,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 9.,19:46:00,7,춘의,신중동,0,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 10.,15:07:00,7,신중동,대림,1,0,0,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 10.,15:07:00,7,신중동,대림,1,0,0,1,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 10.,15:16:00,7,신중동,대림,1,0,0,1,0,1,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019. 8. 10.,22:49:00,7,대림,신중동,1,0,0,0,0,0,1,,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0
2019. 8. 10.,22:49:00,7,대림,신중동,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 10.,22:52:00,7,가산디지털단지,철산,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 10.,22:52:00,7,대림,신중동,1,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 10.,23:02:00,7,온수,신중동,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 11.,10:51:00,10,야탑,왕십리,0,0,1,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 11.,10:51:00,10,야탑,왕십리,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 11.,10:59:00,10,복정,수서,0,1,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 11.,10:59:00,10,복정,수서,0,1,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 11.,11:04:00,10,야탑,왕십리,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 11.,11:04:00,10,야탑,왕십리,0,1,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 11.,11:20:00,10,강남구청,왕십리,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 11.,11:23:00,10,압구정로데오,왕십리,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 11.,11:37:00,5,왕십리,마포,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 11.,11:37:00,5,왕십리,마포,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 11.,11:46:00,5,을지로4가,마포,1,0,0,0,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 11.,11:48:00,5,종로3가,마포,1,0,0,0,1,,,6,,,,,,,,,,,,,,,,,,
2019. 8. 11.,19:42:00,5,마포,왕십리,1,0,0,0,1,,,12,,,,,,,,,,,,,,,,,,
2019. 8. 11.,19:42:00,5,마포,왕십리,1,0,0,0,1,,,12,,,,,,,,,,,,,,,,,,
2019. 8. 11.,20:12:00,10,왕십리,강남구청,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 11.,20:12:00,10,왕십리,야탑,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 11.,20:20:00,10,왕십리,야탑,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019. 8. 11.,20:31:00,10,대모산입구,수서,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 11.,20:36:00,10,왕십리,야탑,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 12.,8:00:00,1,병점,수원,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 12.,8:00:00,1,병점,신길,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,8:12:00,1,수원 ,병점,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,8:12:00,1,수원,병점,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 12.,8:44:00,1,수원,신길,1,0,0,0,0,1,0,,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,8:44:00,1,수원,화서,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 12.,8:44:00,1,수원,신길,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 12.,9:02:00,1,수원,신길,0,1,0,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,9:27:00,1,수원,신길,0,1,0,1,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,9:44:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,9:44:00,5,신길,공덕,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,9:45:00,5,여의도,공덕,0,0,1,1,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 12.,18:15:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,18:15:00,5,공덕,신길,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,18:56:00,1,신길,병점,0,0,1,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 12.,18:57:00,1,명학,성균관대,0,0,1,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 12.,19:05:00,1,금정,성균관대,0,1,0,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 12.,19:10:00,1,신길,병점,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019. 8. 12.,19:10:00,1,신길,병점,1,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2019. 8. 12.,21:15:00,5,공덕,신길,0,0,1,0,0,1,0,,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,21:15:00,5,공덕,신길,0,0,1,0,1,,,4,,,,,,,,,,,,,,,,,,
2019. 8. 12.,21:33:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,21:33:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 12.,21:45:00,1,신길,수원,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019. 8. 12.,21:45:00,1,가산디지털단지,금정,0,0,1,1,1,,,7,,,,,,,,,,,,,,,,,,
2019. 8. 12.,22:05:00,1,신길,수원,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,22:17:00,1,성균관대역,수원,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 12.,21:17:00,1,성균관대역,수원,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 12.,8:47:00,10,야탑,복정,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019. 8. 12.,8:47:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,8:57:00,10,야탑,왕십리,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019. 8. 12.,8:57:00,10,복정,강남구청,0,0,1,1,1,,,9,,,,,,,,,,,,,,,,,,
2019. 8. 12.,9:17:00,10,야탑,왕십리,1,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019. 8. 12.,9:17:00,10,강남구청,왕십리,1,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 12.,9:19:00,10,압구정로데오,왕십리,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 12.,9:36:00,5,왕십리,공덕,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,9:36:00,5,왕십리,공덕,0,0,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019. 8. 12.,9:45:00,5,을지로4가,종로3가,0,1,0,0,1,,,1,,,,,,,,,,,,,,,,,,
2019. 8. 12.,9:48:00,5,왕십리,공덕,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,9:51:00,5,서대문,공덕,0,1,0,0,1,,,3,,,,,,,,,,,,,,,,,,
2019. 8. 12.,21:19:00,5,공덕,왕십리,1,0,0,0,1,,,11,,,,,,,,,,,,,,,,,,
2019. 8. 12.,21:19:00,5,공덕,충정로,1,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,
2019. 8. 12.,21:22:00,5,공덕,왕십리,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019. 8. 12.,21:44:00,10,왕십리,선릉,1,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,
2019. 8. 12.,21:44:00,10,왕십리,선정릉,1,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,
